date,GDP_growth,Inflation,Unemployment,Exports_pct_GDP,Imports_pct_GDP,GDP_per_capita,Agriculture_pct_GDP,Industry_pct_GDP,Services_pct_GDP,year,Copper_Price_USD,Volume,ZMW_per_USD,month,quarter,GDP_growth_lag_1,GDP_growth_lag_3,GDP_growth_lag_12,Copper_MA_3,Copper_MA_12,Forex_MA_3,Forex_MA_12,Economic_Trend
1960-01-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,221.559848922849,11.4606291324384,62.1518733720697,30.6251793743423,1960,3.3376578908217582,5475.0,0.1921139742646898,1,1,,,,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1960-02-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,221.559848922849,11.4606291324384,62.1518733720697,30.6251793743423,1960,3.3376578908217582,5475.0,0.1921139742646898,2,1,1.36138199147489,,,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1960-03-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,221.559848922849,11.4606291324384,62.1518733720697,30.6251793743423,1960,3.3376578908217582,5475.0,0.1921139742646898,3,1,1.36138199147489,,,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1960-04-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,221.559848922849,11.4606291324384,62.1518733720697,30.6251793743423,1960,3.3376578908217582,5475.0,0.1921139742646898,4,2,1.36138199147489,1.36138199147489,,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1960-05-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,221.559848922849,11.4606291324384,62.1518733720697,30.6251793743423,1960,3.3376578908217582,5475.0,0.1921139742646898,5,2,1.36138199147489,1.36138199147489,,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1960-06-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,221.559848922849,11.4606291324384,62.1518733720697,30.6251793743423,1960,3.3376578908217582,5475.0,0.1921139742646898,6,2,1.36138199147489,1.36138199147489,,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1960-07-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,221.559848922849,11.4606291324384,62.1518733720697,30.6251793743423,1960,3.3376578908217582,5475.0,0.1921139742646898,7,3,1.36138199147489,1.36138199147489,,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1960-08-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,221.559848922849,11.4606291324384,62.1518733720697,30.6251793743423,1960,3.3376578908217582,5475.0,0.1921139742646898,8,3,1.36138199147489,1.36138199147489,,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1960-09-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,221.559848922849,11.4606291324384,62.1518733720697,30.6251793743423,1960,3.3376578908217582,5475.0,0.1921139742646898,9,3,1.36138199147489,1.36138199147489,,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1960-10-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,221.559848922849,11.4606291324384,62.1518733720697,30.6251793743423,1960,3.3376578908217582,5475.0,0.1921139742646898,10,4,1.36138199147489,1.36138199147489,,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1960-11-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,221.559848922849,11.4606291324384,62.1518733720697,30.6251793743423,1960,3.3376578908217582,5475.0,0.1921139742646898,11,4,1.36138199147489,1.36138199147489,,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1960-12-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,221.559848922849,11.4606291324384,62.1518733720697,30.6251793743423,1960,3.3376578908217582,5475.0,0.1921139742646898,12,4,1.36138199147489,1.36138199147489,,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1961-01-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,209.693206426951,12.7615921214608,59.4173163725892,30.6251793743423,1961,3.3376578908217582,5475.0,0.1921139742646898,1,1,1.36138199147489,1.36138199147489,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1961-02-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,209.693206426951,12.7615921214608,59.4173163725892,30.6251793743423,1961,3.3376578908217582,5475.0,0.1921139742646898,2,1,1.36138199147489,1.36138199147489,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1961-03-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,209.693206426951,12.7615921214608,59.4173163725892,30.6251793743423,1961,3.3376578908217582,5475.0,0.1921139742646898,3,1,1.36138199147489,1.36138199147489,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1961-04-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,209.693206426951,12.7615921214608,59.4173163725892,30.6251793743423,1961,3.3376578908217582,5475.0,0.1921139742646898,4,2,1.36138199147489,1.36138199147489,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1961-05-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,209.693206426951,12.7615921214608,59.4173163725892,30.6251793743423,1961,3.3376578908217582,5475.0,0.1921139742646898,5,2,1.36138199147489,1.36138199147489,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1961-06-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,209.693206426951,12.7615921214608,59.4173163725892,30.6251793743423,1961,3.3376578908217582,5475.0,0.1921139742646898,6,2,1.36138199147489,1.36138199147489,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1961-07-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,209.693206426951,12.7615921214608,59.4173163725892,30.6251793743423,1961,3.3376578908217582,5475.0,0.1921139742646898,7,3,1.36138199147489,1.36138199147489,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1961-08-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,209.693206426951,12.7615921214608,59.4173163725892,30.6251793743423,1961,3.3376578908217582,5475.0,0.1921139742646898,8,3,1.36138199147489,1.36138199147489,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1961-09-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,209.693206426951,12.7615921214608,59.4173163725892,30.6251793743423,1961,3.3376578908217582,5475.0,0.1921139742646898,9,3,1.36138199147489,1.36138199147489,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1961-10-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,209.693206426951,12.7615921214608,59.4173163725892,30.6251793743423,1961,3.3376578908217582,5475.0,0.1921139742646898,10,4,1.36138199147489,1.36138199147489,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1961-11-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,209.693206426951,12.7615921214608,59.4173163725892,30.6251793743423,1961,3.3376578908217582,5475.0,0.1921139742646898,11,4,1.36138199147489,1.36138199147489,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1961-12-01,1.36138199147489,55.8282208588966,18.9,32.9503954636075,33.7001993659509,209.693206426951,12.7615921214608,59.4173163725892,30.6251793743423,1961,3.3376578908217582,5475.0,0.1921139742646898,12,4,1.36138199147489,1.36138199147489,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1962-01-01,-2.49083947454871,55.8282208588966,18.9,32.9503954636075,33.7001993659509,202.28103119051,12.3454245671888,58.037922506183,30.6251793743423,1962,3.3376578908217582,5475.0,0.1921139742646898,1,1,1.36138199147489,1.36138199147489,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1962-02-01,-2.49083947454871,55.8282208588966,18.9,32.9503954636075,33.7001993659509,202.28103119051,12.3454245671888,58.037922506183,30.6251793743423,1962,3.3376578908217582,5475.0,0.1921139742646898,2,1,-2.49083947454871,1.36138199147489,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1962-03-01,-2.49083947454871,55.8282208588966,18.9,32.9503954636075,33.7001993659509,202.28103119051,12.3454245671888,58.037922506183,30.6251793743423,1962,3.3376578908217582,5475.0,0.1921139742646898,3,1,-2.49083947454871,1.36138199147489,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1962-04-01,-2.49083947454871,55.8282208588966,18.9,32.9503954636075,33.7001993659509,202.28103119051,12.3454245671888,58.037922506183,30.6251793743423,1962,3.3376578908217582,5475.0,0.1921139742646898,4,2,-2.49083947454871,-2.49083947454871,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1962-05-01,-2.49083947454871,55.8282208588966,18.9,32.9503954636075,33.7001993659509,202.28103119051,12.3454245671888,58.037922506183,30.6251793743423,1962,3.3376578908217582,5475.0,0.1921139742646898,5,2,-2.49083947454871,-2.49083947454871,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1962-06-01,-2.49083947454871,55.8282208588966,18.9,32.9503954636075,33.7001993659509,202.28103119051,12.3454245671888,58.037922506183,30.6251793743423,1962,3.3376578908217582,5475.0,0.1921139742646898,6,2,-2.49083947454871,-2.49083947454871,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1962-07-01,-2.49083947454871,55.8282208588966,18.9,32.9503954636075,33.7001993659509,202.28103119051,12.3454245671888,58.037922506183,30.6251793743423,1962,3.3376578908217582,5475.0,0.1921139742646898,7,3,-2.49083947454871,-2.49083947454871,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1962-08-01,-2.49083947454871,55.8282208588966,18.9,32.9503954636075,33.7001993659509,202.28103119051,12.3454245671888,58.037922506183,30.6251793743423,1962,3.3376578908217582,5475.0,0.1921139742646898,8,3,-2.49083947454871,-2.49083947454871,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1962-09-01,-2.49083947454871,55.8282208588966,18.9,32.9503954636075,33.7001993659509,202.28103119051,12.3454245671888,58.037922506183,30.6251793743423,1962,3.3376578908217582,5475.0,0.1921139742646898,9,3,-2.49083947454871,-2.49083947454871,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1962-10-01,-2.49083947454871,55.8282208588966,18.9,32.9503954636075,33.7001993659509,202.28103119051,12.3454245671888,58.037922506183,30.6251793743423,1962,3.3376578908217582,5475.0,0.1921139742646898,10,4,-2.49083947454871,-2.49083947454871,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1962-11-01,-2.49083947454871,55.8282208588966,18.9,32.9503954636075,33.7001993659509,202.28103119051,12.3454245671888,58.037922506183,30.6251793743423,1962,3.3376578908217582,5475.0,0.1921139742646898,11,4,-2.49083947454871,-2.49083947454871,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
1962-12-01,-2.49083947454871,55.8282208588966,18.9,32.9503954636075,33.7001993659509,202.28103119051,12.3454245671888,58.037922506183,30.6251793743423,1962,3.3376578908217582,5475.0,0.1921139742646898,12,4,-2.49083947454871,-2.49083947454871,1.36138199147489,3.3376578908217582,3.3376578908217582,0.1921139742646898,0.1921139742646898,Decline
